City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,tonghae,37.5439,129.1069,12.74,86,0,3.32,KR,1713210136
366,sosnovskoye,55.8052,43.167,6.21,82,100,5.77,RU,1713210136
367,akureyri,65.6835,-18.0878,-0.04,64,75,6.17,IS,1713210136
368,moyale,3.5167,39.0584,23.25,67,100,2.84,KE,1713210136
369,korla,41.7597,86.1469,18.64,14,47,6.91,CN,1713210137
370,aykhal,66.0,111.5,-5.96,100,100,2.55,RU,1713210137
371,leh,34.1667,77.5833,-2.81,83,100,1.07,IN,1713210137
372,sosnovo-ozerskoye,52.5249,111.5418,-0.26,82,68,2.29,RU,1713210137
373,novyy urgal,51.0736,132.5642,11.72,72,100,4.24,RU,1713210137
374,bubaque,11.2833,-15.8333,24.82,83,100,7.4,GW,1713210137
375,holualoa,19.6228,-155.9522,25.31,77,40,10.8,US,1713210137
376,alpinopolis,-20.8636,-46.3881,24.92,69,92,1.89,BR,1713210106
377,pskov,57.8136,28.3496,6.06,100,75,9.83,RU,1713210137
378,happy valley-goose bay,53.3168,-60.3315,11.17,32,40,7.72,CA,1713210138
379,fort bragg,35.139,-79.006,32.47,31,0,4.02,US,1713210138
380,weno,7.4515,151.8468,26.97,89,100,1.54,FM,1713210138
381,alpena,45.0617,-83.4327,17.18,52,100,5.14,US,1713210138
382,east london,-33.0153,27.9116,21.11,89,82,5.75,ZA,1713210138
383,galliano,29.4422,-90.2992,28.89,54,40,4.63,US,1713210138
384,vadso,70.0744,29.7487,-0.51,74,75,9.26,NO,1713210139
385,dudinka,69.4058,86.1778,-21.32,100,97,2.12,RU,1713210139
386,susuman,62.7833,148.1667,-25.57,97,65,0.45,RU,1713210139
387,palmer,42.1584,-72.3287,23.65,40,9,3.13,US,1713210116
388,loushanguan,28.1375,106.82,17.59,91,100,2.52,CN,1713210139
389,grand-lahou,5.1367,-5.0242,28.56,84,24,3.12,CI,1713210139
390,carbonear,47.7332,-53.2148,11.91,72,53,5.41,CA,1713210139
391,makarov,48.6333,142.8,6.34,70,100,3.2,RU,1713210139
392,nizhnesortymskiy,62.4397,71.7603,-9.61,88,62,4.95,RU,1713210139
393,jagdalpur,19.0667,82.0333,27.93,38,48,0.81,IN,1713210140
394,rabo de peixe,37.8,-25.5833,17.77,99,75,7.2,PT,1713210140
395,nautanwa,27.4333,83.4167,27.98,28,65,2.47,IN,1713210140
396,carahue,-38.7,-73.1667,19.48,54,13,3.79,CL,1713210140
397,chishmy,54.5765,55.3764,10.13,80,100,8.29,RU,1713210140
398,sabang,5.8933,95.3214,29.11,75,11,0.78,ID,1713210141
399,tadine,-21.55,167.8833,23.39,66,98,6.56,NC,1713210141
400,kapenguria,1.2511,35.0895,16.08,74,100,2.05,KE,1713210141
401,al kharijah,25.4514,30.5464,22.86,29,30,3.14,EG,1713210141
402,torghay,49.6339,63.4981,9.13,62,34,4.13,KZ,1713210141
403,wamba,8.9333,8.6,31.93,43,99,1.13,NG,1713210141
404,mount isa,-20.7333,139.5,15.87,88,64,2.06,AU,1713210141
405,bismarck,46.8083,-100.7837,13.48,71,75,10.8,US,1713209937
406,ola,59.5833,151.2833,-10.48,87,93,2.57,RU,1713210142
407,moscow,55.7522,37.6156,6.32,74,41,5.47,RU,1713209918
408,hovd,48.0056,91.6419,8.43,47,9,3.46,MN,1713210142
409,aksakovo,43.25,27.8167,21.89,46,48,1.54,BG,1713210142
410,luis correia,-2.8792,-41.6669,31.0,70,75,3.6,BR,1713210143
411,esmeraldas,-19.7625,-44.3139,28.58,74,77,2.0,BR,1713209911
412,conception bay south,47.4999,-52.9981,11.53,66,98,6.5,CA,1713209863
413,port saint john's,-31.6229,29.5448,21.1,90,98,4.7,ZA,1713210143
414,gizo,-8.103,156.8419,28.22,77,100,2.51,SB,1713210143
415,kebomas,-7.1667,112.6333,26.76,94,15,1.75,ID,1713209956
416,pesqueira,-8.3578,-36.6964,23.68,79,27,4.88,BR,1713209909
417,cabedelo,-6.9811,-34.8339,30.37,83,28,5.5,BR,1713209939
418,tuntum,-5.2581,-44.6489,27.75,92,100,1.31,BR,1713210143
419,kuressaare,58.2481,22.5039,4.45,91,100,2.57,EE,1713210144
420,svetlyy,54.675,20.1347,6.31,76,36,3.1,RU,1713210144
421,kavaratti,10.5669,72.642,29.54,73,100,2.48,IN,1713210144
422,bueng kan,18.363,103.6519,29.95,60,0,2.55,TH,1713210144
423,bandar abbas,27.1865,56.2808,26.99,78,40,2.06,IR,1713210144
424,tura,25.5198,90.2201,26.93,35,100,2.24,IN,1713210144
425,acarau,-2.8856,-40.12,27.68,84,99,4.36,BR,1713210144
426,kudat,6.8837,116.8477,27.96,89,6,2.57,MY,1713210144
427,kayangel,8.0823,134.7173,27.94,81,99,8.44,PW,1713210144
428,kupang,-10.1667,123.5833,28.32,89,100,3.6,ID,1713210144
429,trebisacce,39.8708,16.5312,18.53,25,100,1.73,IT,1713210145
430,wenchang,30.904,118.4887,19.89,98,100,3.08,CN,1713210145
431,nova olinda do norte,-3.8881,-59.0942,29.41,81,75,1.62,BR,1713210145
432,xiongzhou,25.1167,114.3,23.24,91,33,1.36,CN,1713210145
433,novodvinsk,64.4165,40.8122,2.86,99,100,1.6,RU,1713210145
434,kapa'a,22.0752,-159.319,25.05,69,100,2.06,US,1713210145
435,kiunga,-6.1219,141.2906,22.62,99,100,0.75,PG,1713210146
436,senillosa,-39.0,-68.4167,12.88,78,100,2.09,AR,1713210146
437,broome,42.2506,-75.833,18.72,58,0,4.63,US,1713210146
438,burang,30.25,81.1667,-0.39,75,96,2.77,CN,1713210146
439,akjoujt,19.6969,-14.4164,32.43,7,0,4.63,MR,1713210146
440,villa gesell,-37.2639,-56.973,21.14,97,100,11.73,AR,1713209951
441,coquimbo,-29.9533,-71.3436,17.85,77,20,7.2,CL,1713210080
442,kirtipur,27.6667,85.2833,19.96,64,40,1.54,NP,1713210146
443,qulsary,46.9531,54.0198,13.99,68,100,6.71,KZ,1713210146
444,fermo,43.1647,13.7233,18.58,67,33,1.78,IT,1713210147
445,mildura,-34.2,142.15,14.69,48,0,2.48,AU,1713210147
446,urangan,-25.3,152.9,19.0,92,6,2.24,AU,1713210147
447,ghadamis,30.1337,9.5007,21.79,26,1,4.93,LY,1713210147
448,telimele,10.9167,-13.3333,30.23,25,48,1.7,GN,1713210147
449,yeppoon,-23.1333,150.7333,19.88,72,5,6.08,AU,1713210147
450,namibe,-15.1961,12.1522,23.47,74,16,3.78,AO,1713210147
451,salinopolis,-0.6136,-47.3561,25.36,89,100,4.14,BR,1713210147
452,dainava (kaunas),54.9152,23.9683,6.0,69,0,1.03,LT,1713210148
453,agat village,13.3886,144.6585,26.52,92,100,2.06,GU,1713210148
454,ugoofaaru,5.6667,73.0,29.66,74,100,5.64,MV,1713210148
455,lang suan,9.9456,99.0785,24.72,88,77,0.9,TH,1713210148
456,las khorey,11.1595,48.1967,30.51,73,41,4.53,SO,1713210148
457,pandan,14.0453,124.1694,25.53,80,11,2.92,PH,1713210148
458,cafayate,-26.073,-65.9761,21.19,30,2,5.14,AR,1713210028
459,waycross,31.2136,-82.354,30.5,29,0,2.57,US,1713209936
460,peskovka,59.0448,52.3606,6.6,87,100,6.54,RU,1713210148
461,mistelbach,48.57,16.5767,14.35,87,100,0.89,AT,1713210148
462,thinadhoo,0.5333,72.9333,28.63,76,100,0.32,MV,1713210149
463,pauini,-7.7136,-66.9764,25.28,94,100,1.41,BR,1713210149
464,qamdo,31.1667,97.2333,2.04,46,99,2.14,CN,1713210149
465,farafangana,-22.8167,47.8333,22.66,82,100,1.78,MG,1713210149
466,presidencia roque saenz pena,-26.7852,-60.4388,16.14,96,100,1.07,AR,1713210085
467,kant,27.8,79.8,29.98,31,100,2.86,IN,1713210149
468,loukhi,66.0764,33.0381,0.69,98,100,3.98,RU,1713210149
469,mahibadhoo,3.7833,72.9667,29.39,69,100,0.59,MV,1713210150
470,baturaja,-4.1333,104.1667,24.18,98,98,0.72,ID,1713210150
471,la libertad,-2.2333,-80.9,29.81,70,40,4.63,EC,1713210150
472,kazerun,29.6195,51.6541,18.28,55,100,2.45,IR,1713210150
473,tshabong,-26.05,22.45,20.96,52,0,4.64,BW,1713210150
474,djelfa,34.6728,3.263,12.72,71,24,8.69,DZ,1713210150
475,rong kwang,18.339,100.3174,30.8,55,0,0.46,TH,1713210150
476,sao felix do xingu,-6.6447,-51.995,27.18,94,59,1.1,BR,1713210150
477,galle,6.0367,80.217,26.02,89,94,4.53,LK,1713210151
478,anzio,41.4853,12.6179,20.63,68,99,3.45,IT,1713210151
479,moussoro,13.6408,16.4901,33.64,8,16,4.87,TD,1713210151
480,isla vista,34.4133,-119.861,21.62,71,0,4.12,US,1713210151
481,gurun,5.8172,100.4738,26.88,88,10,1.7,MY,1713210151
482,zakamensk,50.3741,103.2863,5.28,55,17,1.25,RU,1713210151
483,tamanrasset,22.785,5.5228,19.95,14,0,7.72,DZ,1713210151
484,gebeit,21.0667,36.3167,20.23,52,6,2.73,SD,1713210151
485,quincy,42.2529,-71.0023,24.06,36,40,9.26,US,1713210151
486,hradyz'k,49.2346,33.1361,10.72,80,95,2.48,UA,1713210151
487,hotan,37.0997,79.9269,17.03,13,88,2.54,CN,1713210151
488,saint-leu,-21.15,55.2833,24.48,86,78,6.45,RE,1713210152
489,williams lake,52.1415,-122.1445,8.36,37,75,5.14,CA,1713210061
490,ruma,45.0081,19.8222,23.9,52,85,3.15,RS,1713210152
491,uturoa,-16.7333,-151.4333,27.31,78,90,9.13,PF,1713210152
492,isernhagen farster bauerschaft,52.4667,9.8333,7.21,86,100,7.72,DE,1713210152
493,bonham,33.5773,-96.1783,23.61,88,100,5.66,US,1713210152
494,fontem,5.4685,9.8818,22.43,82,73,1.39,CM,1713210152
495,durango,24.8333,-104.8333,31.52,8,84,5.48,MX,1713209534
496,tralee,52.2704,-9.7026,7.36,77,16,9.22,IE,1713210152
497,mocimboa,-11.3167,40.35,25.03,84,95,3.83,MZ,1713210153
498,bac lieu,9.285,105.7244,27.55,79,6,3.99,VN,1713210153
499,ulladulla,-35.35,150.4667,8.76,90,45,1.34,AU,1713210153
500,guanica,17.9716,-66.908,30.06,68,2,6.23,PR,1713210153
501,orita eruwa,7.55,3.4333,26.68,75,99,2.77,NG,1713210153
502,campoverde,-8.4753,-74.8058,33.83,33,65,1.94,PE,1713210153
503,sovetskiy,61.3614,63.5842,-0.62,91,52,2.68,RU,1713210153
504,harrisburg,40.2737,-76.8844,26.21,44,40,5.14,US,1713209890
505,nadym,65.5333,72.5167,-5.58,94,100,7.04,RU,1713210153
506,santa luzia,-19.7697,-43.8514,28.6,44,20,4.12,BR,1713210010
507,butte,39.6499,-121.5677,18.32,57,0,0.0,US,1713210153
508,xilin hot,43.9667,116.0333,4.06,27,0,2.1,CN,1713210153
509,ngorongoro,-3.2397,35.4875,12.33,97,100,2.46,TZ,1713210154
510,gampaha,7.0897,79.9925,24.96,100,20,1.54,LK,1713210154
511,qal'ah-ye shahr,35.5473,65.5676,3.53,80,66,1.26,AF,1713210154
512,lewistown,40.5992,-77.5714,24.67,69,0,5.66,US,1713210154
513,bandarbeyla,9.4942,50.8122,27.93,80,31,5.44,SO,1713210154
514,neftcala,39.3742,49.2472,13.3,79,43,3.75,AZ,1713210154
515,puerto san jose,13.9256,-90.8244,33.03,52,0,5.14,GT,1713210154
516,cooper's town,26.8667,-77.5167,21.85,64,5,5.11,BS,1713210154
517,nagyatad,46.2296,17.3579,17.04,49,77,3.19,HU,1713210154
518,lang son,21.8333,106.7333,21.95,93,100,1.64,VN,1713210154
519,la'ie,21.6477,-157.9253,26.92,73,47,3.13,US,1713210154
520,mata-utu,-13.2816,-176.1745,29.09,78,100,7.05,WF,1713210154
521,nouadhibou,20.931,-17.0347,30.99,20,0,4.12,MR,1713210155
522,al jawf,29.5,38.75,18.51,51,7,3.2,SA,1713210155
523,siavonga,-16.5382,28.7088,24.26,61,55,2.06,ZM,1713210155
524,kristiansund,63.1115,7.732,7.03,65,0,4.12,NO,1713210160
525,malinalco,18.95,-99.5,33.31,21,97,3.25,MX,1713210160
526,conduaga,8.862,117.4893,24.38,88,9,1.1,PH,1713210161
527,krasnogorskoye,52.2953,86.1979,8.94,82,100,2.27,RU,1713210161
528,mount gambier,-37.8333,140.7667,9.68,97,29,1.53,AU,1713210161
529,uruacu,-14.5247,-49.1408,29.1,70,100,0.78,BR,1713210161
530,suva,-18.1416,178.4415,23.71,100,40,0.0,FJ,1713210161
531,nagykanizsa,46.4535,16.991,18.94,66,100,2.68,HU,1713210161
532,okha,53.5739,142.9478,2.36,97,100,3.13,RU,1713210161
533,laramie,41.3114,-105.5911,16.21,16,20,9.26,US,1713210022
534,chhibramau,27.1483,79.4979,30.13,27,85,2.71,IN,1713210161
535,jiangyou,31.7667,104.7167,21.18,70,100,2.25,CN,1713210161
536,lompoc,34.6391,-120.4579,20.94,65,40,6.17,US,1713209880
537,torrington,41.8007,-73.1212,23.4,45,43,4.47,US,1713210161
538,peterhead,57.5058,-1.7981,7.22,89,100,11.0,GB,1713210162
539,mushie,-3.0167,16.9,24.38,89,11,0.47,CD,1713210162
540,kirando,-7.4167,30.6,22.02,94,99,3.82,TZ,1713210162
541,kemijarvi,66.7131,27.4306,-0.21,96,100,4.75,FI,1713210162
542,posto fiscal rolim de moura,-13.0833,-62.2667,27.28,93,100,1.31,BR,1713210162
543,mersing,2.4312,103.8405,27.95,83,20,4.63,MY,1713210162
544,natal,-5.795,-35.2094,31.36,70,20,6.17,BR,1713209961
545,midvagur,62.0511,-7.1939,4.46,75,100,10.29,FO,1713210162
546,hammerfest,70.6634,23.6821,1.25,93,75,2.06,NO,1713210162
547,cavan,53.9908,-7.3606,7.68,79,85,6.97,IE,1713210053
548,greymouth,-42.4667,171.2,10.88,89,95,1.28,NZ,1713210162
549,loen,7.7601,168.2307,27.3,82,76,4.71,MH,1713210162
550,vazante,-17.9869,-46.9078,25.52,67,100,1.08,BR,1713210163
551,san carlos,9.6612,-68.5827,38.87,22,95,3.04,VE,1713210163
552,songling,31.1933,120.7176,16.91,98,100,2.37,CN,1713210163
553,dunedin,-45.8742,170.5036,11.56,91,73,1.34,NZ,1713210163
554,margate,51.3813,1.3862,8.83,65,100,3.58,GB,1713209990
555,pangkalanbuun,-2.6833,111.6167,22.99,95,13,0.58,ID,1713210124
556,daru,-9.0763,143.2092,27.11,85,100,2.79,PG,1713210163
557,fuqing,25.725,119.3794,21.87,97,97,0.89,CN,1713210163
558,ushtobe,45.2514,77.9838,16.21,54,100,3.46,KZ,1713210163
559,souillac,-20.5167,57.5167,24.21,94,75,4.12,MU,1713210163
560,pacific grove,36.6177,-121.9166,17.16,74,75,4.02,US,1713210163
561,huarmey,-10.0681,-78.1522,24.45,74,10,6.53,PE,1713210164
562,muisne,0.6,-80.0333,25.14,93,100,0.64,EC,1713210164
563,eket,4.6412,7.9209,27.49,82,50,2.79,NG,1713210164
564,koulikoro,14.0,-7.75,28.12,10,3,4.05,ML,1713210164
565,quelimane,-17.8786,36.8883,24.97,78,20,2.32,MZ,1713210164
566,alderetes,-26.8167,-65.1333,21.04,56,55,1.81,AR,1713210164
567,karlivka,49.4567,35.1295,11.31,60,100,1.66,UA,1713210165
568,shingu,33.7333,135.9833,15.89,92,94,2.18,JP,1713210165
569,brisas de zicatela,15.8369,-97.0419,31.29,66,0,3.09,MX,1713210165
570,sao vicente,-23.9631,-46.3919,29.1,63,75,2.68,BR,1713209911
571,prince albert,53.2001,-105.7677,12.97,22,100,12.35,CA,1713210165
